Interval,CSVdata
2019-01-21 17:01:00.390,2019-01-21 17:00:42.720
2019-01-21 17:01:19.100,2019-01-21 17:01:00.390
2019-01-21 17:01:37.800,2019-01-21 17:01:19.100
2019-01-21 17:01:56.300,2019-01-21 17:01:37.800
2019-01-21 17:02:13.610,2019-01-21 17:01:56.300
2019-01-21 17:02:30.860,2019-01-21 17:02:13.610
2019-01-21 17:02:49.340,2019-01-21 17:02:30.860
2019-01-21 17:03:06.700,2019-01-21 17:02:49.340
2019-01-21 17:03:24.020,2019-01-21 17:03:06.700
2019-01-21 17:03:42.480,2019-01-21 17:03:24.020
2019-01-21 17:04:00.660,2019-01-21 17:03:42.480
2019-01-21 17:04:18.780,2019-01-21 17:04:00.660
2019-01-21 17:04:36.670,2019-01-21 17:04:18.780
2019-01-21 17:04:54.660,2019-01-21 17:04:36.670
2019-01-21 17:05:12.970,2019-01-21 17:04:54.660
2019-01-21 17:05:30.260,2019-01-21 17:05:12.970
2019-01-21 17:05:47.670,2019-01-21 17:05:30.260
2019-01-21 17:06:07.190,2019-01-21 17:05:47.670
2019-01-21 17:06:25.530,2019-01-21 17:06:07.190
2019-01-21 17:06:42.470,2019-01-21 17:06:25.530
2019-01-21 17:07:01.550,2019-01-21 17:06:42.470
2019-01-21 17:07:20.560,2019-01-21 17:07:01.550
2019-01-21 17:07:38.380,2019-01-21 17:07:20.560
2019-01-21 17:07:56.300,2019-01-21 17:07:38.380
2019-01-21 17:08:14.520,2019-01-21 17:07:56.300
2019-01-21 17:08:33.060,2019-01-21 17:08:14.520
2019-01-21 17:08:51.610,2019-01-21 17:08:33.060
2019-01-21 17:09:10.290,2019-01-21 17:08:51.610
2019-01-21 17:09:28.570,2019-01-21 17:09:10.290
2019-01-21 17:09:46.670,2019-01-21 17:09:28.570
2019-01-21 17:10:04.530,2019-01-21 17:09:46.670
2019-01-21 17:10:22.280,2019-01-21 17:10:04.530
2019-01-21 17:10:41.030,2019-01-21 17:10:22.280
2019-01-21 17:10:59.440,2019-01-21 17:10:41.030
2019-01-21 17:11:17.870,2019-01-21 17:10:59.440
2019-01-21 17:11:36.190,2019-01-21 17:11:17.870
2019-01-21 17:11:54.470,2019-01-21 17:11:36.190
2019-01-21 17:12:13.870,2019-01-21 17:11:54.470
2019-01-21 17:12:31.920,2019-01-21 17:12:13.870
2019-01-21 17:12:49.120,2019-01-21 17:12:31.920
2019-01-21 17:13:08.330,2019-01-21 17:12:49.120
2019-01-21 17:13:27.440,2019-01-21 17:13:08.330
2019-01-21 17:13:45.910,2019-01-21 17:13:27.440
2019-01-21 17:14:04.000,2019-01-21 17:13:45.910
2019-01-21 17:14:23.600,2019-01-21 17:14:03.000
2019-01-21 17:14:41.610,2019-01-21 17:14:23.600
2019-01-21 17:14:59.950,2019-01-21 17:14:41.610
2019-01-21 17:15:18.500,2019-01-21 17:14:59.950
2019-01-21 17:15:37.060,2019-01-21 17:15:18.500
2019-01-21 17:15:55.710,2019-01-21 17:15:37.060
2019-01-21 17:16:14.510,2019-01-21 17:15:55.710
2019-01-21 17:16:32.620,2019-01-21 17:16:14.510
2019-01-21 17:16:51.530,2019-01-21 17:16:32.620
2019-01-21 17:17:09.290,2019-01-21 17:16:51.530
2019-01-21 17:17:27.160,2019-01-21 17:17:09.290
2019-01-21 17:17:45.320,2019-01-21 17:17:27.160
2019-01-21 17:18:03.750,2019-01-21 17:17:45.320
2019-01-21 17:18:23.290,2019-01-21 17:18:03.750
2019-01-21 17:18:41.800,2019-01-21 17:18:23.290
2019-01-21 17:19:00.970,2019-01-21 17:18:41.800
2019-01-21 17:19:19.440,2019-01-21 17:19:00.970
2019-01-21 17:19:37.990,2019-01-21 17:19:19.440
2019-01-21 17:19:56.630,2019-01-21 17:19:37.990
2019-01-21 17:20:15.340,2019-01-21 17:19:56.630
2019-01-21 17:20:33.900,2019-01-21 17:20:15.340
2019-01-21 17:20:52.220,2019-01-21 17:20:33.900
2019-01-21 17:21:09.770,2019-01-21 17:20:52.220
2019-01-21 17:21:28.430,2019-01-21 17:21:09.770
2019-01-21 17:21:47.880,2019-01-21 17:21:28.430
2019-01-21 17:22:07.230,2019-01-21 17:21:47.880
2019-01-21 17:22:25.250,2019-01-21 17:22:07.230
2019-01-21 17:22:42.330,2019-01-21 17:22:25.250
2019-01-21 17:23:01.310,2019-01-21 17:22:42.330
2019-01-21 17:23:21.390,2019-01-21 17:23:01.310
2019-01-21 17:23:41.390,2019-01-21 17:23:21.390
2019-01-21 17:24:00.650,2019-01-21 17:23:41.390
2019-01-21 17:24:18.960,2019-01-21 17:24:00.650
2019-01-21 17:24:36.960,2019-01-21 17:24:18.960
2019-01-21 17:24:55.820,2019-01-21 17:24:36.960
2019-01-21 17:25:14.550,2019-01-21 17:24:55.820
2019-01-21 17:25:33.200,2019-01-21 17:25:14.550
2019-01-21 17:25:51.830,2019-01-21 17:25:33.200
2019-01-21 17:26:10.400,2019-01-21 17:25:51.830
2019-01-21 17:26:28.960,2019-01-21 17:26:10.400
2019-01-21 17:26:47.430,2019-01-21 17:26:28.960
2019-01-21 17:27:05.860,2019-01-21 17:26:47.430
2019-01-21 17:27:24.330,2019-01-21 17:27:05.860
2019-01-21 17:27:42.820,2019-01-21 17:27:24.330
2019-01-21 17:28:01.300,2019-01-21 17:27:42.820
2019-01-21 17:28:19.760,2019-01-21 17:28:01.300
2019-01-21 17:28:38.220,2019-01-21 17:28:19.760
2019-01-21 17:28:57.780,2019-01-21 17:28:38.220
2019-01-21 17:29:17.280,2019-01-21 17:28:57.780
2019-01-21 17:29:35.640,2019-01-21 17:29:17.280
2019-01-21 17:29:53.940,2019-01-21 17:29:35.640
2019-01-21 17:30:12.240,2019-01-21 17:29:53.940
2019-01-21 17:30:31.680,2019-01-21 17:30:12.240
2019-01-21 17:30:51.150,2019-01-21 17:30:31.680
2019-01-21 17:31:09.570,2019-01-21 17:30:51.150
2019-01-21 17:31:28.000,2019-01-21 17:31:09.570
2019-01-21 17:31:46.360,2019-01-21 17:31:27.000
2019-01-21 17:32:04.670,2019-01-21 17:31:46.360
2019-01-21 17:32:24.080,2019-01-21 17:32:04.670
2019-01-21 17:32:43.420,2019-01-21 17:32:24.080
2019-01-21 17:33:01.580,2019-01-21 17:32:43.420
2019-01-21 17:33:20.850,2019-01-21 17:33:01.580
2019-01-21 17:33:41.170,2019-01-21 17:33:20.850
2019-01-21 17:33:58.920,2019-01-21 17:33:41.170
2019-01-21 17:34:17.860,2019-01-21 17:33:58.920
2019-01-21 17:34:36.970,2019-01-21 17:34:17.860
2019-01-21 17:34:54.730,2019-01-21 17:34:36.970
2019-01-21 17:35:12.500,2019-01-21 17:34:54.730
2019-01-21 17:35:31.600,2019-01-21 17:35:12.500
2019-01-21 17:35:50.600,2019-01-21 17:35:31.600
2019-01-21 17:36:08.320,2019-01-21 17:35:50.600
2019-01-21 17:36:27.440,2019-01-21 17:36:08.320
2019-01-21 17:36:46.280,2019-01-21 17:36:27.440
2019-01-21 17:37:05.420,2019-01-21 17:36:46.280
2019-01-21 17:37:24.480,2019-01-21 17:37:05.420
2019-01-21 17:37:42.040,2019-01-21 17:37:24.480
2019-01-21 17:38:00.770,2019-01-21 17:37:42.040
2019-01-21 17:38:19.580,2019-01-21 17:38:00.770
2019-01-21 17:38:37.050,2019-01-21 17:38:19.580
2019-01-21 17:38:55.780,2019-01-21 17:38:37.050
2019-01-21 17:39:14.480,2019-01-21 17:38:55.780
2019-01-21 17:39:31.870,2019-01-21 17:39:14.480
2019-01-21 17:39:50.590,2019-01-21 17:39:31.870
2019-01-21 17:40:09.200,2019-01-21 17:39:50.590
2019-01-21 17:40:27.890,2019-01-21 17:40:09.200
2019-01-21 17:40:46.320,2019-01-21 17:40:27.890
2019-01-21 17:41:04.810,2019-01-21 17:40:46.320
2019-01-21 17:41:24.270,2019-01-21 17:41:04.810
2019-01-21 17:41:43.590,2019-01-21 17:41:24.270
2019-01-21 17:42:02.790,2019-01-21 17:41:43.590
2019-01-21 17:42:21.140,2019-01-21 17:42:02.790
2019-01-21 17:42:38.430,2019-01-21 17:42:21.140
2019-01-21 17:42:56.860,2019-01-21 17:42:38.430
2019-01-21 17:43:15.280,2019-01-21 17:42:56.860
2019-01-21 17:43:33.580,2019-01-21 17:43:15.280
2019-01-21 17:43:53.120,2019-01-21 17:43:33.580
2019-01-21 17:44:11.320,2019-01-21 17:43:53.120
2019-01-21 17:44:29.410,2019-01-21 17:44:11.320
2019-01-21 17:44:48.660,2019-01-21 17:44:29.410
2019-01-21 17:45:07.880,2019-01-21 17:44:48.660
2019-01-21 17:45:25.830,2019-01-21 17:45:07.880
2019-01-21 17:45:43.800,2019-01-21 17:45:25.830
2019-01-21 17:46:01.650,2019-01-21 17:45:43.800
2019-01-21 17:46:19.420,2019-01-21 17:46:01.650
2019-01-21 17:46:38.340,2019-01-21 17:46:19.420
2019-01-21 17:46:56.160,2019-01-21 17:46:38.340
2019-01-21 17:47:14.160,2019-01-21 17:46:56.160
2019-01-21 17:47:33.040,2019-01-21 17:47:14.160
2019-01-21 17:47:51.820,2019-01-21 17:47:33.040
2019-01-21 17:48:10.520,2019-01-21 17:47:51.820
2019-01-21 17:48:27.990,2019-01-21 17:48:10.520
2019-01-21 17:48:45.520,2019-01-21 17:48:27.990
2019-01-21 17:49:04.220,2019-01-21 17:48:45.520
2019-01-21 17:49:23.290,2019-01-21 17:49:04.220
2019-01-21 17:49:42.120,2019-01-21 17:49:23.290
2019-01-21 17:50:01.150,2019-01-21 17:49:42.120
2019-01-21 17:50:20.190,2019-01-21 17:50:01.150
2019-01-21 17:50:39.140,2019-01-21 17:50:20.190
2019-01-21 17:50:58.570,2019-01-21 17:50:39.140
2019-01-21 17:51:18.250,2019-01-21 17:50:58.570
2019-01-21 17:51:37.510,2019-01-21 17:51:18.250
2019-01-21 17:51:55.410,2019-01-21 17:51:37.510
2019-01-21 17:52:13.000,2019-01-21 17:51:55.410
2019-01-21 17:52:31.620,2019-01-21 17:52:12.000
2019-01-21 17:52:51.160,2019-01-21 17:52:31.620
2019-01-21 17:53:10.670,2019-01-21 17:52:51.160
2019-01-21 17:53:28.950,2019-01-21 17:53:10.670
2019-01-21 17:53:47.200,2019-01-21 17:53:28.950
2019-01-21 17:54:05.430,2019-01-21 17:53:47.200
2019-01-21 17:54:23.750,2019-01-21 17:54:05.430
2019-01-21 17:54:42.660,2019-01-21 17:54:23.750
2019-01-21 17:55:02.200,2019-01-21 17:54:42.660
2019-01-21 17:55:21.010,2019-01-21 17:55:02.200
2019-01-21 17:55:39.900,2019-01-21 17:55:21.010
2019-01-21 17:55:58.880,2019-01-21 17:55:39.900
2019-01-21 17:56:17.850,2019-01-21 17:55:58.880
2019-01-21 17:56:36.320,2019-01-21 17:56:17.850
2019-01-21 17:56:54.600,2019-01-21 17:56:36.320
2019-01-21 17:57:13.460,2019-01-21 17:56:54.600
2019-01-21 17:57:32.030,2019-01-21 17:57:13.460
2019-01-21 17:57:49.660,2019-01-21 17:57:32.030
2019-01-21 17:58:07.610,2019-01-21 17:57:49.660
2019-01-21 17:58:26.330,2019-01-21 17:58:07.610
2019-01-21 17:58:43.460,2019-01-21 17:58:26.330
2019-01-21 17:59:02.660,2019-01-21 17:58:43.460
2019-01-21 17:59:21.740,2019-01-21 17:59:02.660
2019-01-21 17:59:39.550,2019-01-21 17:59:21.740
2019-01-21 17:59:58.600,2019-01-21 17:59:39.550
2019-01-21 18:00:17.870,2019-01-21 17:59:58.600
2019-01-21 18:00:36.060,2019-01-21 18:00:17.870
2019-01-21 18:00:54.260,2019-01-21 18:00:36.060
2019-01-21 18:01:12.500,2019-01-21 18:00:54.260
2019-01-21 18:01:30.450,2019-01-21 18:01:12.500
2019-01-21 18:01:49.340,2019-01-21 18:01:30.450
2019-01-21 18:02:08.550,2019-01-21 18:01:49.340
2019-01-21 18:02:27.530,2019-01-21 18:02:08.550
2019-01-21 18:02:46.290,2019-01-21 18:02:27.530
2019-01-21 18:03:04.890,2019-01-21 18:02:46.290
2019-01-21 18:03:24.610,2019-01-21 18:03:04.890
2019-01-21 18:03:43.370,2019-01-21 18:03:24.610
2019-01-21 18:04:02.050,2019-01-21 18:03:43.370
2019-01-21 18:04:20.450,2019-01-21 18:04:02.050
2019-01-21 18:04:38.190,2019-01-21 18:04:20.450
2019-01-21 18:04:57.110,2019-01-21 18:04:38.190
2019-01-21 18:05:15.120,2019-01-21 18:04:57.110
2019-01-21 18:05:33.490,2019-01-21 18:05:15.120
2019-01-21 18:05:53.150,2019-01-21 18:05:33.490
2019-01-21 18:06:10.610,2019-01-21 18:05:53.150
2019-01-21 18:06:30.450,2019-01-21 18:06:10.610
2019-01-21 18:06:49.490,2019-01-21 18:06:30.450
2019-01-21 18:07:08.410,2019-01-21 18:06:49.490
2019-01-21 18:07:26.380,2019-01-21 18:07:08.410
2019-01-21 18:07:44.320,2019-01-21 18:07:26.380
2019-01-21 18:08:03.350,2019-01-21 18:07:44.320
2019-01-21 18:08:22.300,2019-01-21 18:08:03.350
2019-01-21 18:08:41.290,2019-01-21 18:08:22.300
2019-01-21 18:09:00.560,2019-01-21 18:08:41.290
2019-01-21 18:09:19.010,2019-01-21 18:09:00.560
2019-01-21 18:09:37.550,2019-01-21 18:09:19.010
2019-01-21 18:09:55.890,2019-01-21 18:09:37.550
2019-01-21 18:10:15.070,2019-01-21 18:09:55.890
2019-01-21 18:10:34.320,2019-01-21 18:10:15.070
2019-01-21 18:10:53.280,2019-01-21 18:10:34.320
2019-01-21 18:11:12.190,2019-01-21 18:10:53.280
2019-01-21 18:11:30.390,2019-01-21 18:11:12.190
2019-01-21 18:11:49.110,2019-01-21 18:11:30.390
2019-01-21 18:12:08.020,2019-01-21 18:11:49.110
2019-01-21 18:12:25.670,2019-01-21 18:12:08.020
2019-01-21 18:12:43.330,2019-01-21 18:12:25.670
2019-01-21 18:13:02.070,2019-01-21 18:12:43.330
2019-01-21 18:13:21.940,2019-01-21 18:13:02.070
2019-01-21 18:13:41.720,2019-01-21 18:13:21.940
2019-01-21 18:13:59.300,2019-01-21 18:13:41.720
2019-01-21 18:14:16.640,2019-01-21 18:13:59.300
2019-01-21 18:14:34.970,2019-01-21 18:14:16.640
2019-01-21 18:14:53.090,2019-01-21 18:14:34.970
2019-01-21 18:15:11.330,2019-01-21 18:14:53.090
2019-01-21 18:15:28.550,2019-01-21 18:15:11.330
2019-01-21 18:15:47.830,2019-01-21 18:15:28.550
2019-01-21 18:16:05.270,2019-01-21 18:15:47.830
2019-01-21 18:16:25.860,2019-01-21 18:16:05.270
2019-01-21 18:16:44.760,2019-01-21 18:16:25.860
2019-01-21 18:17:01.560,2019-01-21 18:16:44.760
2019-01-21 18:17:19.910,2019-01-21 18:17:01.560
2019-01-21 18:17:38.220,2019-01-21 18:17:19.910
2019-01-21 18:17:56.740,2019-01-21 18:17:38.220
2019-01-21 18:18:15.550,2019-01-21 18:17:56.740
2019-01-21 18:18:33.060,2019-01-21 18:18:15.550
2019-01-21 18:18:52.740,2019-01-21 18:18:33.060
2019-01-21 18:19:12.330,2019-01-21 18:18:52.740
2019-01-21 18:19:31.280,2019-01-21 18:19:12.330
2019-01-21 18:19:50.540,2019-01-21 18:19:31.280
2019-01-21 18:20:07.990,2019-01-21 18:19:50.540
2019-01-21 18:20:25.550,2019-01-21 18:20:07.990
2019-01-21 18:20:44.130,2019-01-21 18:20:25.550
2019-01-21 18:21:02.520,2019-01-21 18:20:44.130
2019-01-21 18:21:20.980,2019-01-21 18:21:02.520
2019-01-21 18:21:39.970,2019-01-21 18:21:20.980
2019-01-21 18:21:58.860,2019-01-21 18:21:39.970
2019-01-21 18:22:17.730,2019-01-21 18:21:58.860
2019-01-21 18:22:35.150,2019-01-21 18:22:17.730
2019-01-21 18:22:52.980,2019-01-21 18:22:35.150
2019-01-21 18:23:12.410,2019-01-21 18:22:52.980
2019-01-21 18:23:31.570,2019-01-21 18:23:12.410
2019-01-21 18:23:50.740,2019-01-21 18:23:31.570
2019-01-21 18:24:08.210,2019-01-21 18:23:50.740
2019-01-21 18:24:25.730,2019-01-21 18:24:08.210
2019-01-21 18:24:45.190,2019-01-21 18:24:25.730
2019-01-21 18:25:04.810,2019-01-21 18:24:45.190
2019-01-21 18:25:23.810,2019-01-21 18:25:04.810
2019-01-21 18:25:42.920,2019-01-21 18:25:23.810
2019-01-21 18:26:01.880,2019-01-21 18:25:42.920
2019-01-21 18:26:20.800,2019-01-21 18:26:01.880
2019-01-21 18:26:39.770,2019-01-21 18:26:20.800
2019-01-21 18:26:58.550,2019-01-21 18:26:39.770
2019-01-21 18:27:17.890,2019-01-21 18:26:58.550
2019-01-21 18:27:36.910,2019-01-21 18:27:17.890
2019-01-21 18:27:54.400,2019-01-21 18:27:36.910
2019-01-21 18:28:11.760,2019-01-21 18:27:54.400
2019-01-21 18:28:29.370,2019-01-21 18:28:11.760
2019-01-21 18:28:47.880,2019-01-21 18:28:29.370
2019-01-21 18:29:05.990,2019-01-21 18:28:47.880
2019-01-21 18:29:24.430,2019-01-21 18:29:05.990
2019-01-21 18:29:44.330,2019-01-21 18:29:24.430
2019-01-21 18:30:04.200,2019-01-21 18:29:44.330
2019-01-21 18:30:22.460,2019-01-21 18:30:04.200
2019-01-21 18:30:40.660,2019-01-21 18:30:22.460
2019-01-21 18:30:59.170,2019-01-21 18:30:40.660
2019-01-21 18:31:17.480,2019-01-21 18:30:59.170
2019-01-21 18:31:35.870,2019-01-21 18:31:17.480
2019-01-21 18:31:54.180,2019-01-21 18:31:35.870
2019-01-21 18:32:12.500,2019-01-21 18:31:54.180
2019-01-21 18:32:30.880,2019-01-21 18:32:12.500
2019-01-21 18:32:49.050,2019-01-21 18:32:30.880
2019-01-21 18:33:07.170,2019-01-21 18:32:49.050
2019-01-21 18:33:25.540,2019-01-21 18:33:07.170
2019-01-21 18:33:44.200,2019-01-21 18:33:25.540
2019-01-21 18:34:04.330,2019-01-21 18:33:44.200
2019-01-21 18:34:23.640,2019-01-21 18:34:04.330
2019-01-21 18:34:41.170,2019-01-21 18:34:23.640
2019-01-21 18:34:59.140,2019-01-21 18:34:41.170
2019-01-21 18:35:19.220,2019-01-21 18:34:59.140
2019-01-21 18:35:37.660,2019-01-21 18:35:19.220
2019-01-21 18:35:55.400,2019-01-21 18:35:37.660
2019-01-21 18:36:14.680,2019-01-21 18:35:55.400
2019-01-21 18:36:32.580,2019-01-21 18:36:14.680
2019-01-21 18:36:50.780,2019-01-21 18:36:32.580
2019-01-21 18:37:09.320,2019-01-21 18:36:50.780
2019-01-21 18:37:28.070,2019-01-21 18:37:09.320
2019-01-21 18:37:46.540,2019-01-21 18:37:28.070
2019-01-21 18:38:03.170,2019-01-21 18:37:46.540
2019-01-21 18:38:21.900,2019-01-21 18:38:03.170
2019-01-21 18:38:42.070,2019-01-21 18:38:21.900
2019-01-21 18:39:00.530,2019-01-21 18:38:42.070
2019-01-21 18:39:17.090,2019-01-21 18:39:00.530
2019-01-21 18:39:35.570,2019-01-21 18:39:17.090
2019-01-21 18:39:54.540,2019-01-21 18:39:35.570
2019-01-21 18:40:13.450,2019-01-21 18:39:54.540
2019-01-21 18:40:32.190,2019-01-21 18:40:13.450
2019-01-21 18:40:49.120,2019-01-21 18:40:32.190
2019-01-21 18:41:07.850,2019-01-21 18:40:49.120
2019-01-21 18:41:26.300,2019-01-21 18:41:07.850
2019-01-21 18:41:45.480,2019-01-21 18:41:26.300
2019-01-21 18:42:05.220,2019-01-21 18:41:45.480
2019-01-21 18:42:22.680,2019-01-21 18:42:05.220
2019-01-21 18:42:41.730,2019-01-21 18:42:22.680
2019-01-21 18:43:00.930,2019-01-21 18:42:41.730
2019-01-21 18:43:18.350,2019-01-21 18:43:00.930
2019-01-21 18:43:35.700,2019-01-21 18:43:18.350
2019-01-21 18:43:54.990,2019-01-21 18:43:35.700
2019-01-21 18:44:13.220,2019-01-21 18:43:54.990
2019-01-21 18:44:34.950,2019-01-21 18:44:13.220
2019-01-21 18:44:53.330,2019-01-21 18:44:34.950
2019-01-21 18:45:11.970,2019-01-21 18:44:53.330
2019-01-21 18:45:29.280,2019-01-21 18:45:11.970
2019-01-21 18:45:46.780,2019-01-21 18:45:29.280
2019-01-21 18:46:07.240,2019-01-21 18:45:46.780
2019-01-21 18:46:27.270,2019-01-21 18:46:07.240
2019-01-21 18:46:45.540,2019-01-21 18:46:27.270
2019-01-21 18:47:05.120,2019-01-21 18:46:45.540
2019-01-21 18:47:22.560,2019-01-21 18:47:05.120
2019-01-21 18:47:41.680,2019-01-21 18:47:22.560
2019-01-21 18:48:00.950,2019-01-21 18:47:41.680
2019-01-21 18:48:18.390,2019-01-21 18:48:00.950
2019-01-21 18:48:35.870,2019-01-21 18:48:18.390
2019-01-21 18:48:53.340,2019-01-21 18:48:35.870
2019-01-21 18:49:12.930,2019-01-21 18:48:53.340
2019-01-21 18:49:34.040,2019-01-21 18:49:12.930
2019-01-21 18:49:53.510,2019-01-21 18:49:34.040
2019-01-21 18:50:11.260,2019-01-21 18:49:53.510
2019-01-21 18:50:28.880,2019-01-21 18:50:11.260
2019-01-21 18:50:46.070,2019-01-21 18:50:28.880
2019-01-21 18:51:03.770,2019-01-21 18:50:46.070
2019-01-21 18:51:22.920,2019-01-21 18:51:03.770
2019-01-21 18:51:41.750,2019-01-21 18:51:22.920
2019-01-21 18:52:00.300,2019-01-21 18:51:41.750
2019-01-21 18:52:18.670,2019-01-21 18:52:00.300
2019-01-21 18:52:36.850,2019-01-21 18:52:18.670
2019-01-21 18:52:56.500,2019-01-21 18:52:36.850
2019-01-21 18:53:15.180,2019-01-21 18:52:56.500
2019-01-21 18:53:32.630,2019-01-21 18:53:15.180
2019-01-21 18:53:51.540,2019-01-21 18:53:32.630
2019-01-21 18:54:10.960,2019-01-21 18:53:51.540
2019-01-21 18:54:30.360,2019-01-21 18:54:10.960
2019-01-21 18:54:48.040,2019-01-21 18:54:30.360
2019-01-21 18:55:05.220,2019-01-21 18:54:48.040
2019-01-21 18:55:24.000,2019-01-21 18:55:05.220
2019-01-21 18:55:42.700,2019-01-21 18:55:24.000
2019-01-21 18:56:01.680,2019-01-21 18:55:42.700
2019-01-21 18:56:20.070,2019-01-21 18:56:01.680
2019-01-21 18:56:38.150,2019-01-21 18:56:20.070
2019-01-21 18:56:56.250,2019-01-21 18:56:38.150
2019-01-21 18:57:15.740,2019-01-21 18:56:56.250
2019-01-21 18:57:34.370,2019-01-21 18:57:15.740
2019-01-21 18:57:52.650,2019-01-21 18:57:34.370
2019-01-21 18:58:12.500,2019-01-21 18:57:52.650
2019-01-21 18:58:31.990,2019-01-21 18:58:12.500
2019-01-21 18:58:49.580,2019-01-21 18:58:31.990
2019-01-21 18:59:07.360,2019-01-21 18:58:49.580
2019-01-21 18:59:26.460,2019-01-21 18:59:07.360
2019-01-21 18:59:45.860,2019-01-21 18:59:26.460
2019-01-21 19:00:06.530,2019-01-21 18:59:45.860
2019-01-21 19:00:26.160,2019-01-21 19:00:06.530
2019-01-21 19:00:44.460,2019-01-21 19:00:26.160
2019-01-21 19:01:02.870,2019-01-21 19:00:44.460
2019-01-21 19:01:22.570,2019-01-21 19:01:02.870
2019-01-21 19:01:40.860,2019-01-21 19:01:22.570
2019-01-21 19:02:00.460,2019-01-21 19:01:40.870
2019-01-21 19:02:20.560,2019-01-21 19:02:00.460
2019-01-21 19:02:39.080,2019-01-21 19:02:20.560
2019-01-21 19:02:58.860,2019-01-21 19:02:39.080
2019-01-21 19:03:18.620,2019-01-21 19:02:58.860
2019-01-21 19:03:37.870,2019-01-21 19:03:18.620
2019-01-21 19:03:57.410,2019-01-21 19:03:37.870
2019-01-21 19:04:16.570,2019-01-21 19:03:57.410
2019-01-21 19:04:36.010,2019-01-21 19:04:16.570
2019-01-21 19:04:54.570,2019-01-21 19:04:36.010
2019-01-21 19:05:13.430,2019-01-21 19:04:54.570
2019-01-21 19:05:31.960,2019-01-21 19:05:13.430
2019-01-21 19:05:51.020,2019-01-21 19:05:31.960
2019-01-21 19:06:09.450,2019-01-21 19:05:51.020
2019-01-21 19:06:27.640,2019-01-21 19:06:09.450
2019-01-21 19:06:47.070,2019-01-21 19:06:27.640
2019-01-21 19:07:06.530,2019-01-21 19:06:47.070
2019-01-21 19:07:25.880,2019-01-21 19:07:06.530
2019-01-21 19:07:44.940,2019-01-21 19:07:25.880
2019-01-21 19:08:02.370,2019-01-21 19:07:44.940
2019-01-21 19:08:20.640,2019-01-21 19:08:02.370
2019-01-21 19:08:38.850,2019-01-21 19:08:20.640
2019-01-21 19:08:56.890,2019-01-21 19:08:38.850
2019-01-21 19:09:16.350,2019-01-21 19:08:56.890
2019-01-21 19:09:35.450,2019-01-21 19:09:16.350
2019-01-21 19:09:53.030,2019-01-21 19:09:35.450
2019-01-21 19:10:12.460,2019-01-21 19:09:53.030
2019-01-21 19:10:32.250,2019-01-21 19:10:12.460
2019-01-21 19:10:50.900,2019-01-21 19:10:32.250
2019-01-21 19:11:09.790,2019-01-21 19:10:50.900
2019-01-21 19:11:27.740,2019-01-21 19:11:09.790
2019-01-21 19:11:45.830,2019-01-21 19:11:27.740
2019-01-21 19:12:04.990,2019-01-21 19:11:45.830
2019-01-21 19:12:23.880,2019-01-21 19:12:04.990
2019-01-21 19:12:41.580,2019-01-21 19:12:23.880
2019-01-21 19:12:59.750,2019-01-21 19:12:41.580
2019-01-21 19:13:18.200,2019-01-21 19:12:59.750
2019-01-21 19:13:36.890,2019-01-21 19:13:18.200
2019-01-21 19:13:55.850,2019-01-21 19:13:36.890
2019-01-21 19:14:14.440,2019-01-21 19:13:55.850
2019-01-21 19:14:32.510,2019-01-21 19:14:14.440
2019-01-21 19:14:51.980,2019-01-21 19:14:32.510
2019-01-21 19:15:09.870,2019-01-21 19:14:51.980
2019-01-21 19:15:28.560,2019-01-21 19:15:09.870
2019-01-21 19:15:47.320,2019-01-21 19:15:28.560
2019-01-21 19:16:06.200,2019-01-21 19:15:47.320
2019-01-21 19:16:25.080,2019-01-21 19:16:06.200
2019-01-21 19:16:42.920,2019-01-21 19:16:25.080
2019-01-21 19:17:01.160,2019-01-21 19:16:42.920
2019-01-21 19:17:19.360,2019-01-21 19:17:01.160
2019-01-21 19:17:38.150,2019-01-21 19:17:19.360
2019-01-21 19:17:56.830,2019-01-21 19:17:38.150
2019-01-21 19:18:15.810,2019-01-21 19:17:56.830
2019-01-21 19:18:35.390,2019-01-21 19:18:15.810
2019-01-21 19:18:53.600,2019-01-21 19:18:35.390
2019-01-21 19:19:11.330,2019-01-21 19:18:53.600
2019-01-21 19:19:28.850,2019-01-21 19:19:11.330
2019-01-21 19:19:47.840,2019-01-21 19:19:28.850
2019-01-21 19:20:05.220,2019-01-21 19:19:47.840
2019-01-21 19:20:23.980,2019-01-21 19:20:05.220
2019-01-21 19:20:43.980,2019-01-21 19:20:23.980
2019-01-21 19:21:03.710,2019-01-21 19:20:43.980
2019-01-21 19:21:22.140,2019-01-21 19:21:03.710
2019-01-21 19:21:39.620,2019-01-21 19:21:22.140
2019-01-21 19:21:58.330,2019-01-21 19:21:39.620
2019-01-21 19:22:16.860,2019-01-21 19:21:58.330
2019-01-21 19:22:35.490,2019-01-21 19:22:16.860
2019-01-21 19:22:54.280,2019-01-21 19:22:35.490
2019-01-21 19:23:12.760,2019-01-21 19:22:54.280
2019-01-21 19:23:31.540,2019-01-21 19:23:12.760
2019-01-21 19:23:50.420,2019-01-21 19:23:31.540
2019-01-21 19:24:09.300,2019-01-21 19:23:50.420
2019-01-21 19:24:28.210,2019-01-21 19:24:09.300
2019-01-21 19:24:47.240,2019-01-21 19:24:28.210
2019-01-21 19:25:04.710,2019-01-21 19:24:47.240
