Interval,CSVdata
2019-01-21 05:07:27.450,2019-01-21 05:07:10.280
2019-01-21 05:07:46.610,2019-01-21 05:07:27.450
2019-01-21 05:08:05.870,2019-01-21 05:07:46.610
2019-01-21 05:08:24.750,2019-01-21 05:08:05.870
2019-01-21 05:08:41.960,2019-01-21 05:08:24.750
2019-01-21 05:08:59.740,2019-01-21 05:08:41.960
2019-01-21 05:09:17.810,2019-01-21 05:08:59.740
2019-01-21 05:09:35.240,2019-01-21 05:09:17.810
2019-01-21 05:09:54.360,2019-01-21 05:09:35.240
2019-01-21 05:10:13.490,2019-01-21 05:09:54.360
2019-01-21 05:10:33.120,2019-01-21 05:10:13.490
2019-01-21 05:10:51.150,2019-01-21 05:10:33.120
2019-01-21 05:11:09.210,2019-01-21 05:10:51.150
2019-01-21 05:11:26.930,2019-01-21 05:11:09.210
2019-01-21 05:11:44.110,2019-01-21 05:11:26.930
2019-01-21 05:12:03.550,2019-01-21 05:11:44.110
2019-01-21 05:12:21.550,2019-01-21 05:12:03.550
2019-01-21 05:12:39.580,2019-01-21 05:12:21.550
2019-01-21 05:12:57.090,2019-01-21 05:12:39.580
2019-01-21 05:13:14.880,2019-01-21 05:12:57.090
2019-01-21 05:13:33.040,2019-01-21 05:13:14.880
2019-01-21 05:13:50.670,2019-01-21 05:13:33.040
2019-01-21 05:14:10.100,2019-01-21 05:13:50.670
2019-01-21 05:14:27.160,2019-01-21 05:14:10.100
2019-01-21 05:14:44.240,2019-01-21 05:14:27.160
2019-01-21 05:15:03.530,2019-01-21 05:14:44.240
2019-01-21 05:15:22.980,2019-01-21 05:15:03.530
2019-01-21 05:15:40.290,2019-01-21 05:15:22.980
2019-01-21 05:15:57.590,2019-01-21 05:15:40.290
2019-01-21 05:16:17.210,2019-01-21 05:15:57.590
2019-01-21 05:16:36.750,2019-01-21 05:16:17.210
2019-01-21 05:16:56.140,2019-01-21 05:16:36.750
2019-01-21 05:17:13.970,2019-01-21 05:16:56.140
2019-01-21 05:17:32.060,2019-01-21 05:17:13.970
2019-01-21 05:17:49.880,2019-01-21 05:17:32.060
2019-01-21 05:18:07.200,2019-01-21 05:17:49.880
2019-01-21 05:18:26.140,2019-01-21 05:18:07.200
2019-01-21 05:18:44.590,2019-01-21 05:18:26.140
2019-01-21 05:19:03.520,2019-01-21 05:18:44.590
2019-01-21 05:19:22.590,2019-01-21 05:19:03.520
2019-01-21 05:19:41.580,2019-01-21 05:19:22.590
2019-01-21 05:20:00.990,2019-01-21 05:19:41.580
2019-01-21 05:20:18.570,2019-01-21 05:20:00.990
2019-01-21 05:20:36.240,2019-01-21 05:20:18.570
2019-01-21 05:20:55.990,2019-01-21 05:20:36.240
2019-01-21 05:21:15.840,2019-01-21 05:20:55.990
2019-01-21 05:21:34.080,2019-01-21 05:21:15.840
2019-01-21 05:21:52.390,2019-01-21 05:21:34.080
2019-01-21 05:22:10.760,2019-01-21 05:21:52.390
2019-01-21 05:22:27.270,2019-01-21 05:22:10.760
2019-01-21 05:22:45.870,2019-01-21 05:22:27.270
2019-01-21 05:23:04.710,2019-01-21 05:22:45.870
2019-01-21 05:23:23.570,2019-01-21 05:23:04.710
2019-01-21 05:23:42.930,2019-01-21 05:23:23.570
2019-01-21 05:24:00.050,2019-01-21 05:23:42.930
2019-01-21 05:24:17.120,2019-01-21 05:24:00.050
2019-01-21 05:24:36.140,2019-01-21 05:24:17.120
2019-01-21 05:24:56.420,2019-01-21 05:24:36.140
2019-01-21 05:25:16.130,2019-01-21 05:24:56.420
2019-01-21 05:25:33.780,2019-01-21 05:25:16.130
2019-01-21 05:25:51.900,2019-01-21 05:25:33.780
2019-01-21 05:26:11.090,2019-01-21 05:25:51.900
2019-01-21 05:26:29.970,2019-01-21 05:26:11.090
2019-01-21 05:26:47.090,2019-01-21 05:26:29.970
2019-01-21 05:27:04.250,2019-01-21 05:26:47.090
2019-01-21 05:27:22.930,2019-01-21 05:27:04.250
2019-01-21 05:27:41.210,2019-01-21 05:27:22.930
2019-01-21 05:27:59.840,2019-01-21 05:27:41.210
2019-01-21 05:28:20.120,2019-01-21 05:27:59.840
2019-01-21 05:28:38.630,2019-01-21 05:28:20.120
2019-01-21 05:28:55.980,2019-01-21 05:28:38.630
2019-01-21 05:29:15.700,2019-01-21 05:28:55.980
2019-01-21 05:29:34.600,2019-01-21 05:29:15.700
2019-01-21 05:29:53.590,2019-01-21 05:29:34.600
2019-01-21 05:30:12.310,2019-01-21 05:29:53.590
2019-01-21 05:30:29.080,2019-01-21 05:30:12.310
2019-01-21 05:30:46.380,2019-01-21 05:30:29.080
2019-01-21 05:31:04.690,2019-01-21 05:30:46.380
2019-01-21 05:31:22.880,2019-01-21 05:31:04.690
2019-01-21 05:31:40.680,2019-01-21 05:31:22.880
2019-01-21 05:31:58.750,2019-01-21 05:31:40.680
2019-01-21 05:32:17.070,2019-01-21 05:31:58.750
2019-01-21 05:32:36.960,2019-01-21 05:32:17.070
2019-01-21 05:32:55.360,2019-01-21 05:32:36.960
2019-01-21 05:33:12.460,2019-01-21 05:32:55.360
2019-01-21 05:33:31.220,2019-01-21 05:33:12.460
2019-01-21 05:33:48.870,2019-01-21 05:33:31.220
2019-01-21 05:34:06.840,2019-01-21 05:33:48.870
2019-01-21 05:34:26.700,2019-01-21 05:34:06.840
2019-01-21 05:34:45.980,2019-01-21 05:34:26.700
2019-01-21 05:35:03.500,2019-01-21 05:34:45.980
2019-01-21 05:35:22.130,2019-01-21 05:35:03.500
2019-01-21 05:35:39.270,2019-01-21 05:35:22.130
2019-01-21 05:35:55.920,2019-01-21 05:35:39.280
2019-01-21 05:36:15.010,2019-01-21 05:35:55.920
2019-01-21 05:36:31.610,2019-01-21 05:36:15.010
2019-01-21 05:36:51.380,2019-01-21 05:36:31.610
2019-01-21 05:37:10.020,2019-01-21 05:36:51.380
2019-01-21 05:37:28.850,2019-01-21 05:37:10.020
2019-01-21 05:37:47.720,2019-01-21 05:37:28.850
2019-01-21 05:38:06.060,2019-01-21 05:37:47.720
2019-01-21 05:38:25.080,2019-01-21 05:38:06.060
2019-01-21 05:38:42.310,2019-01-21 05:38:25.080
2019-01-21 05:39:01.740,2019-01-21 05:38:42.310
2019-01-21 05:39:21.430,2019-01-21 05:39:01.740
2019-01-21 05:39:40.670,2019-01-21 05:39:21.430
2019-01-21 05:40:01.530,2019-01-21 05:39:40.670
2019-01-21 05:40:20.970,2019-01-21 05:40:01.530
2019-01-21 05:40:38.240,2019-01-21 05:40:20.970
2019-01-21 05:40:57.410,2019-01-21 05:40:38.240
2019-01-21 05:41:16.650,2019-01-21 05:40:57.410
2019-01-21 05:41:34.120,2019-01-21 05:41:16.650
2019-01-21 05:41:51.100,2019-01-21 05:41:34.120
2019-01-21 05:42:10.000,2019-01-21 05:41:51.100
2019-01-21 05:42:28.740,2019-01-21 05:42:10.000
2019-01-21 05:42:46.830,2019-01-21 05:42:28.740
2019-01-21 05:43:03.670,2019-01-21 05:42:46.830
2019-01-21 05:43:21.190,2019-01-21 05:43:03.670
2019-01-21 05:43:40.150,2019-01-21 05:43:21.190
2019-01-21 05:43:58.530,2019-01-21 05:43:40.150
2019-01-21 05:44:15.550,2019-01-21 05:43:58.530
2019-01-21 05:44:32.450,2019-01-21 05:44:15.550
2019-01-21 05:44:50.350,2019-01-21 05:44:32.450
2019-01-21 05:45:09.790,2019-01-21 05:44:50.350
2019-01-21 05:45:29.390,2019-01-21 05:45:09.790
2019-01-21 05:45:46.880,2019-01-21 05:45:29.390
2019-01-21 05:46:04.090,2019-01-21 05:45:46.880
2019-01-21 05:46:22.890,2019-01-21 05:46:04.090
2019-01-21 05:46:39.860,2019-01-21 05:46:22.890
2019-01-21 05:46:56.980,2019-01-21 05:46:39.860
2019-01-21 05:47:16.000,2019-01-21 05:46:56.980
2019-01-21 05:47:35.640,2019-01-21 05:47:16.000
2019-01-21 05:47:54.340,2019-01-21 05:47:35.640
2019-01-21 05:48:10.890,2019-01-21 05:47:54.340
2019-01-21 05:48:28.930,2019-01-21 05:48:10.890
2019-01-21 05:48:47.340,2019-01-21 05:48:28.930
2019-01-21 05:49:06.490,2019-01-21 05:48:47.340
2019-01-21 05:49:23.530,2019-01-21 05:49:06.490
2019-01-21 05:49:41.580,2019-01-21 05:49:23.530
2019-01-21 05:50:01.040,2019-01-21 05:49:41.580
2019-01-21 05:50:20.010,2019-01-21 05:50:01.040
2019-01-21 05:50:38.610,2019-01-21 05:50:20.010
2019-01-21 05:50:57.550,2019-01-21 05:50:38.610
2019-01-21 05:51:16.760,2019-01-21 05:50:57.550
2019-01-21 05:51:34.230,2019-01-21 05:51:16.760
2019-01-21 05:51:53.560,2019-01-21 05:51:34.230
2019-01-21 05:52:12.600,2019-01-21 05:51:53.560
2019-01-21 05:52:31.790,2019-01-21 05:52:12.600
2019-01-21 05:52:49.340,2019-01-21 05:52:31.790
2019-01-21 05:53:06.590,2019-01-21 05:52:49.340
2019-01-21 05:53:25.440,2019-01-21 05:53:06.590
2019-01-21 05:53:43.390,2019-01-21 05:53:25.440
2019-01-21 05:54:01.960,2019-01-21 05:53:43.390
2019-01-21 05:54:20.510,2019-01-21 05:54:01.960
2019-01-21 05:54:38.740,2019-01-21 05:54:20.510
2019-01-21 05:54:56.530,2019-01-21 05:54:38.740
2019-01-21 05:55:16.210,2019-01-21 05:54:56.530
2019-01-21 05:55:35.640,2019-01-21 05:55:16.210
2019-01-21 05:55:54.980,2019-01-21 05:55:35.640
2019-01-21 05:56:14.030,2019-01-21 05:55:54.980
2019-01-21 05:56:32.660,2019-01-21 05:56:14.030
2019-01-21 05:56:51.850,2019-01-21 05:56:32.660
2019-01-21 05:57:09.910,2019-01-21 05:56:51.850
2019-01-21 05:57:31.610,2019-01-21 05:57:09.910
2019-01-21 05:57:49.600,2019-01-21 05:57:31.610
2019-01-21 05:58:07.740,2019-01-21 05:57:49.600
2019-01-21 05:58:25.700,2019-01-21 05:58:07.740
2019-01-21 05:58:45.820,2019-01-21 05:58:25.700
2019-01-21 05:59:06.410,2019-01-21 05:58:45.820
2019-01-21 05:59:25.020,2019-01-21 05:59:06.410
2019-01-21 05:59:43.610,2019-01-21 05:59:25.020
2019-01-21 06:00:02.450,2019-01-21 05:59:43.610
2019-01-21 06:00:21.010,2019-01-21 06:00:02.450
2019-01-21 06:00:39.190,2019-01-21 06:00:21.010
2019-01-21 06:00:57.510,2019-01-21 06:00:39.190
2019-01-21 06:01:16.110,2019-01-21 06:00:57.510
2019-01-21 06:01:35.180,2019-01-21 06:01:16.110
2019-01-21 06:01:53.180,2019-01-21 06:01:35.180
2019-01-21 06:02:09.180,2019-01-21 06:01:53.180
2019-01-21 06:02:31.100,2019-01-21 06:02:09.180
2019-01-21 06:02:48.770,2019-01-21 06:02:31.100
2019-01-21 06:03:07.950,2019-01-21 06:02:48.770
2019-01-21 06:03:27.310,2019-01-21 06:03:07.950
2019-01-21 06:03:46.950,2019-01-21 06:03:27.310
2019-01-21 06:04:05.290,2019-01-21 06:03:46.950
2019-01-21 06:04:23.560,2019-01-21 06:04:05.290
2019-01-21 06:04:44.190,2019-01-21 06:04:23.560
2019-01-21 06:05:04.310,2019-01-21 06:04:44.190
2019-01-21 06:05:22.930,2019-01-21 06:05:04.310
2019-01-21 06:05:40.860,2019-01-21 06:05:22.930
2019-01-21 06:05:58.330,2019-01-21 06:05:40.860
2019-01-21 06:06:16.010,2019-01-21 06:05:58.330
2019-01-21 06:06:36.240,2019-01-21 06:06:16.010
2019-01-21 06:06:56.060,2019-01-21 06:06:36.240
2019-01-21 06:07:14.140,2019-01-21 06:06:56.060
2019-01-21 06:07:34.200,2019-01-21 06:07:14.140
2019-01-21 06:07:52.580,2019-01-21 06:07:34.200
2019-01-21 06:08:10.910,2019-01-21 06:07:52.580
2019-01-21 06:08:31.200,2019-01-21 06:08:10.910
2019-01-21 06:08:47.390,2019-01-21 06:08:31.200
2019-01-21 06:09:05.790,2019-01-21 06:08:47.390
2019-01-21 06:09:26.020,2019-01-21 06:09:05.790
2019-01-21 06:09:44.620,2019-01-21 06:09:26.020
2019-01-21 06:10:02.900,2019-01-21 06:09:44.620
2019-01-21 06:10:21.140,2019-01-21 06:10:02.900
2019-01-21 06:10:40.030,2019-01-21 06:10:21.140
2019-01-21 06:10:57.600,2019-01-21 06:10:40.030
2019-01-21 06:11:15.240,2019-01-21 06:10:57.600
2019-01-21 06:11:34.180,2019-01-21 06:11:15.240
2019-01-21 06:11:52.740,2019-01-21 06:11:34.180
2019-01-21 06:12:12.630,2019-01-21 06:11:52.740
2019-01-21 06:12:31.540,2019-01-21 06:12:12.630
2019-01-21 06:12:50.060,2019-01-21 06:12:31.540
2019-01-21 06:13:08.210,2019-01-21 06:12:50.060
2019-01-21 06:13:27.190,2019-01-21 06:13:08.210
2019-01-21 06:13:44.900,2019-01-21 06:13:27.190
2019-01-21 06:14:03.360,2019-01-21 06:13:44.900
2019-01-21 06:14:22.380,2019-01-21 06:14:03.360
2019-01-21 06:14:39.320,2019-01-21 06:14:22.380
2019-01-21 06:14:58.890,2019-01-21 06:14:39.320
2019-01-21 06:15:18.930,2019-01-21 06:14:58.890
2019-01-21 06:15:39.070,2019-01-21 06:15:18.930
2019-01-21 06:15:57.100,2019-01-21 06:15:39.070
2019-01-21 06:16:15.080,2019-01-21 06:15:57.100
2019-01-21 06:16:33.070,2019-01-21 06:16:15.080
2019-01-21 06:16:50.900,2019-01-21 06:16:33.070
2019-01-21 06:17:09.210,2019-01-21 06:16:50.900
2019-01-21 06:17:27.660,2019-01-21 06:17:09.210
2019-01-21 06:17:46.420,2019-01-21 06:17:27.660
2019-01-21 06:18:04.730,2019-01-21 06:17:46.420
2019-01-21 06:18:23.460,2019-01-21 06:18:04.730
2019-01-21 06:18:43.730,2019-01-21 06:18:23.460
2019-01-21 06:19:03.250,2019-01-21 06:18:43.730
2019-01-21 06:19:22.170,2019-01-21 06:19:03.250
2019-01-21 06:19:42.460,2019-01-21 06:19:22.170
2019-01-21 06:20:00.310,2019-01-21 06:19:42.460
2019-01-21 06:20:18.140,2019-01-21 06:20:00.310
2019-01-21 06:20:38.580,2019-01-21 06:20:18.140
2019-01-21 06:20:56.690,2019-01-21 06:20:38.580
2019-01-21 06:21:15.150,2019-01-21 06:20:56.690
2019-01-21 06:21:35.740,2019-01-21 06:21:15.150
2019-01-21 06:21:54.960,2019-01-21 06:21:35.740
2019-01-21 06:22:14.270,2019-01-21 06:21:54.960
2019-01-21 06:22:33.000,2019-01-21 06:22:14.270
2019-01-21 06:22:51.390,2019-01-21 06:22:32.000
2019-01-21 06:23:10.230,2019-01-21 06:22:51.390
2019-01-21 06:23:29.380,2019-01-21 06:23:10.230
2019-01-21 06:23:48.360,2019-01-21 06:23:29.380
2019-01-21 06:24:06.920,2019-01-21 06:23:48.360
2019-01-21 06:24:27.300,2019-01-21 06:24:06.920
2019-01-21 06:24:48.000,2019-01-21 06:24:27.300
2019-01-21 06:25:06.650,2019-01-21 06:24:47.000
2019-01-21 06:25:25.850,2019-01-21 06:25:06.650
2019-01-21 06:25:45.050,2019-01-21 06:25:25.850
2019-01-21 06:26:01.760,2019-01-21 06:25:45.050
2019-01-21 06:26:20.680,2019-01-21 06:26:01.760
2019-01-21 06:26:39.710,2019-01-21 06:26:20.680
2019-01-21 06:26:58.120,2019-01-21 06:26:39.720
2019-01-21 06:27:18.140,2019-01-21 06:26:58.120
2019-01-21 06:27:36.120,2019-01-21 06:27:18.140
2019-01-21 06:27:54.660,2019-01-21 06:27:36.120
2019-01-21 06:28:12.810,2019-01-21 06:27:54.660
2019-01-21 06:28:31.410,2019-01-21 06:28:12.810
2019-01-21 06:28:50.620,2019-01-21 06:28:31.410
2019-01-21 06:29:07.980,2019-01-21 06:28:50.620
2019-01-21 06:29:26.820,2019-01-21 06:29:07.980
2019-01-21 06:29:45.100,2019-01-21 06:29:26.820
2019-01-21 06:30:03.180,2019-01-21 06:29:45.100
2019-01-21 06:30:22.770,2019-01-21 06:30:03.180
2019-01-21 06:30:40.810,2019-01-21 06:30:22.770
2019-01-21 06:30:59.350,2019-01-21 06:30:40.810
2019-01-21 06:31:19.920,2019-01-21 06:30:59.350
2019-01-21 06:31:38.380,2019-01-21 06:31:19.920
2019-01-21 06:31:56.840,2019-01-21 06:31:38.380
2019-01-21 06:32:15.070,2019-01-21 06:31:56.840
2019-01-21 06:32:32.960,2019-01-21 06:32:15.070
2019-01-21 06:32:53.350,2019-01-21 06:32:32.960
2019-01-21 06:33:11.720,2019-01-21 06:32:53.350
2019-01-21 06:33:29.970,2019-01-21 06:33:11.720
2019-01-21 06:33:48.890,2019-01-21 06:33:29.970
2019-01-21 06:34:07.520,2019-01-21 06:33:48.890
2019-01-21 06:34:25.750,2019-01-21 06:34:07.520
2019-01-21 06:34:43.910,2019-01-21 06:34:25.750
2019-01-21 06:35:02.940,2019-01-21 06:34:43.910
2019-01-21 06:35:20.180,2019-01-21 06:35:02.940
2019-01-21 06:35:37.180,2019-01-21 06:35:20.180
2019-01-21 06:35:56.480,2019-01-21 06:35:37.180
2019-01-21 06:36:15.310,2019-01-21 06:35:56.480
2019-01-21 06:36:35.070,2019-01-21 06:36:15.310
2019-01-21 06:36:54.860,2019-01-21 06:36:35.070
2019-01-21 06:37:12.640,2019-01-21 06:36:54.860
2019-01-21 06:37:32.040,2019-01-21 06:37:12.640
2019-01-21 06:37:51.540,2019-01-21 06:37:32.040
2019-01-21 06:38:10.640,2019-01-21 06:37:51.540
2019-01-21 06:38:30.000,2019-01-21 06:38:10.640
2019-01-21 06:38:47.370,2019-01-21 06:38:30.000
2019-01-21 06:39:05.040,2019-01-21 06:38:47.370
2019-01-21 06:39:23.970,2019-01-21 06:39:05.040
2019-01-21 06:39:43.450,2019-01-21 06:39:23.970
2019-01-21 06:40:02.390,2019-01-21 06:39:43.450
2019-01-21 06:40:21.430,2019-01-21 06:40:02.390
2019-01-21 06:40:40.030,2019-01-21 06:40:21.430
2019-01-21 06:40:58.650,2019-01-21 06:40:40.030
2019-01-21 06:41:16.510,2019-01-21 06:40:58.650
2019-01-21 06:41:36.670,2019-01-21 06:41:16.510
2019-01-21 06:41:53.820,2019-01-21 06:41:36.670
2019-01-21 06:42:11.670,2019-01-21 06:41:53.820
2019-01-21 06:42:31.840,2019-01-21 06:42:11.670
2019-01-21 06:42:49.640,2019-01-21 06:42:31.840
2019-01-21 06:43:07.320,2019-01-21 06:42:49.640
2019-01-21 06:43:26.500,2019-01-21 06:43:07.320
2019-01-21 06:43:45.380,2019-01-21 06:43:26.500
2019-01-21 06:44:03.750,2019-01-21 06:43:45.380
2019-01-21 06:44:21.950,2019-01-21 06:44:03.750
2019-01-21 06:44:40.470,2019-01-21 06:44:21.950
2019-01-21 06:45:00.800,2019-01-21 06:44:40.470
2019-01-21 06:45:21.310,2019-01-21 06:45:00.800
2019-01-21 06:45:39.440,2019-01-21 06:45:21.310
2019-01-21 06:45:57.670,2019-01-21 06:45:39.440
2019-01-21 06:46:15.500,2019-01-21 06:45:57.670
2019-01-21 06:46:34.800,2019-01-21 06:46:15.500
2019-01-21 06:46:54.350,2019-01-21 06:46:34.800
2019-01-21 06:47:12.440,2019-01-21 06:46:54.350
2019-01-21 06:47:30.200,2019-01-21 06:47:12.440
2019-01-21 06:47:49.720,2019-01-21 06:47:30.200
2019-01-21 06:48:08.770,2019-01-21 06:47:49.720
2019-01-21 06:48:27.040,2019-01-21 06:48:08.770
2019-01-21 06:48:47.290,2019-01-21 06:48:27.040
2019-01-21 06:49:07.530,2019-01-21 06:48:47.290
2019-01-21 06:49:25.340,2019-01-21 06:49:07.530
2019-01-21 06:49:42.950,2019-01-21 06:49:25.340
2019-01-21 06:50:02.740,2019-01-21 06:49:42.950
2019-01-21 06:50:21.630,2019-01-21 06:50:02.740
2019-01-21 06:50:40.850,2019-01-21 06:50:21.630
2019-01-21 06:50:59.880,2019-01-21 06:50:40.850
2019-01-21 06:51:18.830,2019-01-21 06:50:59.880
2019-01-21 06:51:37.680,2019-01-21 06:51:18.830
2019-01-21 06:51:54.930,2019-01-21 06:51:37.680
2019-01-21 06:52:14.370,2019-01-21 06:51:54.930
2019-01-21 06:52:34.010,2019-01-21 06:52:14.370
2019-01-21 06:52:51.330,2019-01-21 06:52:34.010
2019-01-21 06:53:10.650,2019-01-21 06:52:51.330
2019-01-21 06:53:29.600,2019-01-21 06:53:10.650
2019-01-21 06:53:46.210,2019-01-21 06:53:29.600
2019-01-21 06:54:03.330,2019-01-21 06:53:46.210
2019-01-21 06:54:22.140,2019-01-21 06:54:03.330
2019-01-21 06:54:40.860,2019-01-21 06:54:22.140
2019-01-21 06:54:59.540,2019-01-21 06:54:40.860
2019-01-21 06:55:18.130,2019-01-21 06:54:59.540
2019-01-21 06:55:36.550,2019-01-21 06:55:18.130
2019-01-21 06:55:55.790,2019-01-21 06:55:36.550
2019-01-21 06:56:13.060,2019-01-21 06:55:55.790
2019-01-21 06:56:32.150,2019-01-21 06:56:13.060
2019-01-21 06:56:51.060,2019-01-21 06:56:32.150
2019-01-21 06:57:09.560,2019-01-21 06:56:51.060
2019-01-21 06:57:27.770,2019-01-21 06:57:09.560
2019-01-21 06:57:45.830,2019-01-21 06:57:27.770
2019-01-21 06:58:05.610,2019-01-21 06:57:45.830
2019-01-21 06:58:23.410,2019-01-21 06:58:05.610
2019-01-21 06:58:41.560,2019-01-21 06:58:23.410
2019-01-21 06:59:01.290,2019-01-21 06:58:41.560
2019-01-21 06:59:20.850,2019-01-21 06:59:01.290
2019-01-21 06:59:40.290,2019-01-21 06:59:20.850
2019-01-21 06:59:58.340,2019-01-21 06:59:40.290
2019-01-21 07:00:16.600,2019-01-21 06:59:58.340
2019-01-21 07:00:35.000,2019-01-21 07:00:16.600
2019-01-21 07:00:53.350,2019-01-21 07:00:34.000
2019-01-21 07:01:12.360,2019-01-21 07:00:53.350
2019-01-21 07:01:29.810,2019-01-21 07:01:12.360
2019-01-21 07:01:46.700,2019-01-21 07:01:29.810
2019-01-21 07:02:06.010,2019-01-21 07:01:46.700
2019-01-21 07:02:25.260,2019-01-21 07:02:06.010
2019-01-21 07:02:42.430,2019-01-21 07:02:25.260
2019-01-21 07:03:01.340,2019-01-21 07:02:42.430
2019-01-21 07:03:21.770,2019-01-21 07:03:01.340
2019-01-21 07:03:40.360,2019-01-21 07:03:21.770
2019-01-21 07:03:59.720,2019-01-21 07:03:40.360
2019-01-21 07:04:18.560,2019-01-21 07:03:59.720
2019-01-21 07:04:36.000,2019-01-21 07:04:18.560
2019-01-21 07:04:53.510,2019-01-21 07:04:36.000
2019-01-21 07:05:12.760,2019-01-21 07:04:53.510
2019-01-21 07:05:31.620,2019-01-21 07:05:12.760
2019-01-21 07:05:50.750,2019-01-21 07:05:31.620
2019-01-21 07:06:10.310,2019-01-21 07:05:50.750
2019-01-21 07:06:27.310,2019-01-21 07:06:10.310
2019-01-21 07:06:46.350,2019-01-21 07:06:27.310
2019-01-21 07:07:05.270,2019-01-21 07:06:46.350
2019-01-21 07:07:22.810,2019-01-21 07:07:05.270
2019-01-21 07:07:41.680,2019-01-21 07:07:22.810
2019-01-21 07:08:00.350,2019-01-21 07:07:41.680
2019-01-21 07:08:18.610,2019-01-21 07:08:00.350
2019-01-21 07:08:39.450,2019-01-21 07:08:18.610
2019-01-21 07:08:57.810,2019-01-21 07:08:39.450
2019-01-21 07:09:16.590,2019-01-21 07:08:57.810
2019-01-21 07:09:35.520,2019-01-21 07:09:16.590
2019-01-21 07:09:54.280,2019-01-21 07:09:35.520
2019-01-21 07:10:13.310,2019-01-21 07:09:54.280
2019-01-21 07:10:32.480,2019-01-21 07:10:13.310
2019-01-21 07:10:51.160,2019-01-21 07:10:32.480
2019-01-21 07:11:09.460,2019-01-21 07:10:51.160
2019-01-21 07:11:29.630,2019-01-21 07:11:09.460
2019-01-21 07:11:47.710,2019-01-21 07:11:29.630
2019-01-21 07:12:06.090,2019-01-21 07:11:47.710
2019-01-21 07:12:24.800,2019-01-21 07:12:06.090
2019-01-21 07:12:43.270,2019-01-21 07:12:24.800
2019-01-21 07:13:01.950,2019-01-21 07:12:43.270
2019-01-21 07:13:20.290,2019-01-21 07:13:01.950
2019-01-21 07:13:40.500,2019-01-21 07:13:20.290
2019-01-21 07:13:59.280,2019-01-21 07:13:40.500
2019-01-21 07:14:15.670,2019-01-21 07:13:59.280
2019-01-21 07:14:33.870,2019-01-21 07:14:15.670
2019-01-21 07:14:53.690,2019-01-21 07:14:33.870
2019-01-21 07:15:11.680,2019-01-21 07:14:53.690
2019-01-21 07:15:30.380,2019-01-21 07:15:11.680
2019-01-21 07:15:49.320,2019-01-21 07:15:30.380
2019-01-21 07:16:05.940,2019-01-21 07:15:49.320
2019-01-21 07:16:23.990,2019-01-21 07:16:05.940
2019-01-21 07:16:43.310,2019-01-21 07:16:23.990
2019-01-21 07:17:02.710,2019-01-21 07:16:43.310
2019-01-21 07:17:20.900,2019-01-21 07:17:02.710
2019-01-21 07:17:38.880,2019-01-21 07:17:20.900
2019-01-21 07:17:56.490,2019-01-21 07:17:38.880
2019-01-21 07:18:14.590,2019-01-21 07:17:56.490
2019-01-21 07:18:33.310,2019-01-21 07:18:14.590
2019-01-21 07:18:52.190,2019-01-21 07:18:33.310
2019-01-21 07:19:10.530,2019-01-21 07:18:52.190
2019-01-21 07:19:28.870,2019-01-21 07:19:10.530
2019-01-21 07:19:48.690,2019-01-21 07:19:28.870
2019-01-21 07:20:06.570,2019-01-21 07:19:48.690
2019-01-21 07:20:25.040,2019-01-21 07:20:06.570
2019-01-21 07:20:43.410,2019-01-21 07:20:25.040
2019-01-21 07:21:01.690,2019-01-21 07:20:43.410
2019-01-21 07:21:19.840,2019-01-21 07:21:01.690
2019-01-21 07:21:37.940,2019-01-21 07:21:19.840
2019-01-21 07:21:57.810,2019-01-21 07:21:37.940
2019-01-21 07:22:15.490,2019-01-21 07:21:57.810
2019-01-21 07:22:34.280,2019-01-21 07:22:15.490
2019-01-21 07:22:54.180,2019-01-21 07:22:34.280
2019-01-21 07:23:12.430,2019-01-21 07:22:54.180
2019-01-21 07:23:29.720,2019-01-21 07:23:12.430
2019-01-21 07:23:47.500,2019-01-21 07:23:29.720
2019-01-21 07:24:06.970,2019-01-21 07:23:47.500
2019-01-21 07:24:24.280,2019-01-21 07:24:06.970
2019-01-21 07:24:42.320,2019-01-21 07:24:24.280
2019-01-21 07:25:01.820,2019-01-21 07:24:42.320
2019-01-21 07:25:20.380,2019-01-21 07:25:01.820
2019-01-21 07:25:39.860,2019-01-21 07:25:20.380
2019-01-21 07:26:00.760,2019-01-21 07:25:39.860
2019-01-21 07:26:18.310,2019-01-21 07:26:00.760
2019-01-21 07:26:36.100,2019-01-21 07:26:18.310
2019-01-21 07:26:56.360,2019-01-21 07:26:36.100
2019-01-21 07:27:14.840,2019-01-21 07:26:56.360
2019-01-21 07:27:31.640,2019-01-21 07:27:14.840
2019-01-21 07:27:50.340,2019-01-21 07:27:31.640
2019-01-21 07:28:09.510,2019-01-21 07:27:50.340
2019-01-21 07:28:29.040,2019-01-21 07:28:09.510
2019-01-21 07:28:47.960,2019-01-21 07:28:29.040
2019-01-21 07:29:06.650,2019-01-21 07:28:47.960
2019-01-21 07:29:27.830,2019-01-21 07:29:06.650
2019-01-21 07:29:46.490,2019-01-21 07:29:27.830
2019-01-21 07:30:05.820,2019-01-21 07:29:46.490
2019-01-21 07:30:25.310,2019-01-21 07:30:05.820
2019-01-21 07:30:44.810,2019-01-21 07:30:25.310
2019-01-21 07:31:04.330,2019-01-21 07:30:44.810
2019-01-21 07:31:22.240,2019-01-21 07:31:04.330
2019-01-21 07:31:40.690,2019-01-21 07:31:22.240
