Roll_date,Roll_time,Roll_milliseconds,Roll_angle
2019-08-19,20:38:50,644,0.08
2019-08-19,20:38:50,744,0.05
2019-08-19,20:38:50,844,0.02
2019-08-19,20:38:50,944,-0.01
2019-08-19,20:38:51,044,-0.04
2019-08-19,20:38:51,144,-0.08
2019-08-19,20:38:51,244,-0.11
2019-08-19,20:38:51,344,-0.15
2019-08-19,20:38:51,444,-0.18
2019-08-19,20:38:51,544,-0.22
2019-08-19,20:38:51,644,-0.25
2019-08-19,20:38:51,744,-0.29
2019-08-19,20:38:51,844,-0.33
2019-08-19,20:38:51,944,-0.36
2019-08-19,20:38:52,044,-0.4
2019-08-19,20:38:52,144,-0.44
2019-08-19,20:38:52,244,-0.47
2019-08-19,20:38:52,344,-0.51
2019-08-19,20:38:52,444,-0.54
2019-08-19,20:38:52,544,-0.58
2019-08-19,20:38:52,644,-0.61
2019-08-19,20:38:52,744,-0.64
2019-08-19,20:38:52,844,-0.68
2019-08-19,20:38:52,944,-0.71
2019-08-19,20:38:53,044,-0.74
2019-08-19,20:38:53,144,-0.77
2019-08-19,20:38:53,244,-0.79
2019-08-19,20:38:53,344,-0.82
2019-08-19,20:38:53,444,-0.84
2019-08-19,20:38:53,544,-0.87
2019-08-19,20:38:53,644,-0.89
2019-08-19,20:38:53,744,-0.91
2019-08-19,20:38:53,844,-0.93
2019-08-19,20:38:53,944,-0.95
2019-08-19,20:38:54,044,-0.97
2019-08-19,20:38:54,144,-0.98
2019-08-19,20:38:54,244,-1
2019-08-19,20:38:54,344,-1.01
2019-08-19,20:38:54,444,-1.02
2019-08-19,20:38:54,544,-1.03
2019-08-19,20:38:54,644,-1.04
2019-08-19,20:38:54,744,-1.04
2019-08-19,20:38:54,844,-1.05
2019-08-19,20:38:54,944,-1.04
2019-08-19,20:38:55,044,-1.04
2019-08-19,20:38:55,144,-1.04
2019-08-19,20:38:55,244,-1.03
2019-08-19,20:38:55,344,-1.01
2019-08-19,20:38:55,444,-1
2019-08-19,20:38:55,544,-0.98
2019-08-19,20:38:55,644,-0.95
2019-08-19,20:38:55,744,-0.92
2019-08-19,20:38:55,844,-0.89
2019-08-19,20:38:55,944,-0.85
2019-08-19,20:38:56,044,-0.82
2019-08-19,20:38:56,144,-0.77
2019-08-19,20:38:56,244,-0.73
2019-08-19,20:38:56,344,-0.69
2019-08-19,20:38:56,444,-0.64
2019-08-19,20:38:56,544,-0.59
2019-08-19,20:38:56,644,-0.54
2019-08-19,20:38:56,744,-0.49
2019-08-19,20:38:56,844,-0.44
2019-08-19,20:38:56,944,-0.39
2019-08-19,20:38:57,044,-0.34
2019-08-19,20:38:57,144,-0.29
2019-08-19,20:38:57,244,-0.24
2019-08-19,20:38:57,344,-0.19
2019-08-19,20:38:57,444,-0.14
2019-08-19,20:38:57,544,-0.09
2019-08-19,20:38:57,644,-0.05
2019-08-19,20:38:57,744,0
2019-08-19,20:38:57,844,0.04
2019-08-19,20:38:57,944,0.09
2019-08-19,20:38:58,044,0.13
2019-08-19,20:38:58,143,0.16
2019-08-19,20:38:58,243,0.2
2019-08-19,20:38:58,343,0.23
2019-08-19,20:38:58,444,0.26
2019-08-19,20:38:58,543,0.29
2019-08-19,20:38:58,643,0.31
2019-08-19,20:38:58,743,0.33
2019-08-19,20:38:58,844,0.34
2019-08-19,20:38:58,944,0.36
2019-08-19,20:38:59,044,0.36
2019-08-19,20:38:59,144,0.37
2019-08-19,20:38:59,244,0.37
2019-08-19,20:38:59,344,0.36
2019-08-19,20:38:59,444,0.35
2019-08-19,20:38:59,544,0.34
2019-08-19,20:38:59,644,0.32
2019-08-19,20:38:59,744,0.29
2019-08-19,20:38:59,844,0.26
2019-08-19,20:38:59,944,0.23
2019-08-19,20:39:00,044,0.19
2019-08-19,20:39:00,144,0.15
2019-08-19,20:39:00,244,0.1
2019-08-19,20:39:00,344,0.05
2019-08-19,20:39:00,444,0
2019-08-19,20:39:00,544,-0.05
2019-08-19,20:39:00,644,-0.11
2019-08-19,20:39:00,744,-0.16
2019-08-19,20:39:00,844,-0.22
2019-08-19,20:39:00,944,-0.27
2019-08-19,20:39:01,044,-0.32
2019-08-19,20:39:01,144,-0.37
2019-08-19,20:39:01,244,-0.42
2019-08-19,20:39:01,344,-0.47
2019-08-19,20:39:01,444,-0.51
2019-08-19,20:39:01,544,-0.56
2019-08-19,20:39:01,644,-0.6
2019-08-19,20:39:01,744,-0.64
2019-08-19,20:39:01,844,-0.69
2019-08-19,20:39:01,944,-0.73
2019-08-19,20:39:02,044,-0.77
2019-08-19,20:39:02,144,-0.81
2019-08-19,20:39:02,244,-0.84
2019-08-19,20:39:02,344,-0.88
2019-08-19,20:39:02,444,-0.92
2019-08-19,20:39:02,544,-0.96
2019-08-19,20:39:02,644,-1
2019-08-19,20:39:02,744,-1.03
2019-08-19,20:39:02,844,-1.07
2019-08-19,20:39:02,944,-1.11
2019-08-19,20:39:03,044,-1.15
2019-08-19,20:39:03,144,-1.18
2019-08-19,20:39:03,244,-1.22
2019-08-19,20:39:03,344,-1.25
2019-08-19,20:39:03,444,-1.28
2019-08-19,20:39:03,544,-1.31
2019-08-19,20:39:03,644,-1.34
2019-08-19,20:39:03,744,-1.36
2019-08-19,20:39:03,844,-1.39
2019-08-19,20:39:03,944,-1.4
2019-08-19,20:39:04,044,-1.42
2019-08-19,20:39:04,144,-1.43
2019-08-19,20:39:04,244,-1.43
2019-08-19,20:39:04,344,-1.44
2019-08-19,20:39:04,444,-1.43
2019-08-19,20:39:04,544,-1.43
2019-08-19,20:39:04,644,-1.41
2019-08-19,20:39:04,744,-1.4
2019-08-19,20:39:04,844,-1.37
2019-08-19,20:39:04,944,-1.34
2019-08-19,20:39:05,044,-1.31
2019-08-19,20:39:05,144,-1.27
2019-08-19,20:39:05,244,-1.23
2019-08-19,20:39:05,344,-1.18
2019-08-19,20:39:05,444,-1.13
2019-08-19,20:39:05,544,-1.07
2019-08-19,20:39:05,644,-1.01
2019-08-19,20:39:05,744,-0.95
2019-08-19,20:39:05,844,-0.88
2019-08-19,20:39:05,944,-0.81
2019-08-19,20:39:06,044,-0.75
2019-08-19,20:39:06,144,-0.68
2019-08-19,20:39:06,244,-0.61
2019-08-19,20:39:06,344,-0.55
2019-08-19,20:39:06,444,-0.48
2019-08-19,20:39:06,544,-0.42
2019-08-19,20:39:06,644,-0.36
2019-08-19,20:39:06,744,-0.3
2019-08-19,20:39:06,844,-0.24
2019-08-19,20:39:06,944,-0.19
2019-08-19,20:39:07,044,-0.14
2019-08-19,20:39:07,144,-0.09
2019-08-19,20:39:07,244,-0.04
2019-08-19,20:39:07,344,-0.01
2019-08-19,20:39:07,444,0.03
2019-08-19,20:39:07,544,0.07
2019-08-19,20:39:07,644,0.1
2019-08-19,20:39:07,744,0.13
2019-08-19,20:39:07,844,0.15
2019-08-19,20:39:07,944,0.18
2019-08-19,20:39:08,044,0.2
2019-08-19,20:39:08,144,0.21
2019-08-19,20:39:08,244,0.23
2019-08-19,20:39:08,344,0.24
2019-08-19,20:39:08,444,0.25
2019-08-19,20:39:08,544,0.25
2019-08-19,20:39:08,644,0.26
2019-08-19,20:39:08,744,0.26
2019-08-19,20:39:08,844,0.26
2019-08-19,20:39:08,944,0.25
2019-08-19,20:39:09,044,0.24
2019-08-19,20:39:09,144,0.23
2019-08-19,20:39:09,244,0.22
2019-08-19,20:39:09,344,0.2
2019-08-19,20:39:09,444,0.18
2019-08-19,20:39:09,544,0.15
2019-08-19,20:39:09,644,0.13
2019-08-19,20:39:09,744,0.1
2019-08-19,20:39:09,844,0.08
2019-08-19,20:39:09,944,0.05
2019-08-19,20:39:10,044,0.01
2019-08-19,20:39:10,144,-0.02
2019-08-19,20:39:10,244,-0.05
2019-08-19,20:39:10,344,-0.09
2019-08-19,20:39:10,444,-0.12
2019-08-19,20:39:10,544,-0.16
2019-08-19,20:39:10,644,-0.19
2019-08-19,20:39:10,744,-0.23
2019-08-19,20:39:10,844,-0.27
2019-08-19,20:39:10,944,-0.3
2019-08-19,20:39:11,044,-0.34
2019-08-19,20:39:11,144,-0.38
2019-08-19,20:39:11,244,-0.41
2019-08-19,20:39:11,344,-0.45
2019-08-19,20:39:11,444,-0.49
2019-08-19,20:39:11,544,-0.53
2019-08-19,20:39:11,644,-0.57
2019-08-19,20:39:11,744,-0.61
2019-08-19,20:39:11,844,-0.65
2019-08-19,20:39:11,944,-0.7
2019-08-19,20:39:12,044,-0.74
2019-08-19,20:39:12,144,-0.78
2019-08-19,20:39:12,244,-0.83
2019-08-19,20:39:12,344,-0.88
2019-08-19,20:39:12,444,-0.92
2019-08-19,20:39:12,544,-0.97
2019-08-19,20:39:12,644,-1.02
2019-08-19,20:39:12,744,-1.07
2019-08-19,20:39:12,844,-1.13
2019-08-19,20:39:12,944,-1.18
2019-08-19,20:39:13,044,-1.23
2019-08-19,20:39:13,144,-1.28
2019-08-19,20:39:13,244,-1.33
2019-08-19,20:39:13,344,-1.37
2019-08-19,20:39:13,444,-1.42
2019-08-19,20:39:13,544,-1.46
2019-08-19,20:39:13,644,-1.49
2019-08-19,20:39:13,743,-1.52
2019-08-19,20:39:13,844,-1.54
2019-08-19,20:39:13,944,-1.56
2019-08-19,20:39:14,044,-1.57
2019-08-19,20:39:14,144,-1.57
2019-08-19,20:39:14,244,-1.56
2019-08-19,20:39:14,344,-1.55
2019-08-19,20:39:14,444,-1.52
2019-08-19,20:39:14,544,-1.49
2019-08-19,20:39:14,644,-1.45
2019-08-19,20:39:14,744,-1.4
2019-08-19,20:39:14,844,-1.34
2019-08-19,20:39:14,944,-1.27
2019-08-19,20:39:15,044,-1.2
2019-08-19,20:39:15,144,-1.13
2019-08-19,20:39:15,244,-1.04
2019-08-19,20:39:15,344,-0.96
2019-08-19,20:39:15,444,-0.87
2019-08-19,20:39:15,544,-0.77
2019-08-19,20:39:15,644,-0.68
2019-08-19,20:39:15,744,-0.58
2019-08-19,20:39:15,844,-0.49
2019-08-19,20:39:15,944,-0.39
2019-08-19,20:39:16,044,-0.3
2019-08-19,20:39:16,144,-0.21
2019-08-19,20:39:16,244,-0.12
2019-08-19,20:39:16,344,-0.04
2019-08-19,20:39:16,444,0.04
2019-08-19,20:39:16,544,0.12
2019-08-19,20:39:16,644,0.19
2019-08-19,20:39:16,744,0.25
2019-08-19,20:39:16,844,0.3
2019-08-19,20:39:16,944,0.36
2019-08-19,20:39:17,044,0.4
2019-08-19,20:39:17,144,0.43
2019-08-19,20:39:17,244,0.46
2019-08-19,20:39:17,344,0.48
2019-08-19,20:39:17,444,0.48
2019-08-19,20:39:17,544,0.48
2019-08-19,20:39:17,644,0.47
2019-08-19,20:39:17,744,0.45
2019-08-19,20:39:17,844,0.43
2019-08-19,20:39:17,944,0.39
2019-08-19,20:39:18,044,0.34
2019-08-19,20:39:18,144,0.29
2019-08-19,20:39:18,244,0.22
2019-08-19,20:39:18,344,0.15
2019-08-19,20:39:18,444,0.08
2019-08-19,20:39:18,544,0
2019-08-19,20:39:18,644,-0.08
2019-08-19,20:39:18,744,-0.17
2019-08-19,20:39:18,844,-0.25
2019-08-19,20:39:18,944,-0.33
2019-08-19,20:39:19,044,-0.41
2019-08-19,20:39:19,144,-0.49
2019-08-19,20:39:19,244,-0.57
2019-08-19,20:39:19,344,-0.64
2019-08-19,20:39:19,444,-0.7
2019-08-19,20:39:19,544,-0.77
2019-08-19,20:39:19,644,-0.83
2019-08-19,20:39:19,744,-0.88
2019-08-19,20:39:19,844,-0.93
2019-08-19,20:39:19,944,-0.98
2019-08-19,20:39:20,044,-1.03
2019-08-19,20:39:20,144,-1.08
2019-08-19,20:39:20,244,-1.12
2019-08-19,20:39:20,344,-1.16
2019-08-19,20:39:20,444,-1.19
2019-08-19,20:39:20,544,-1.23
2019-08-19,20:39:20,644,-1.26
2019-08-19,20:39:20,744,-1.29
2019-08-19,20:39:20,844,-1.32
2019-08-19,20:39:20,944,-1.34
2019-08-19,20:39:21,044,-1.36
2019-08-19,20:39:21,144,-1.38
2019-08-19,20:39:21,244,-1.4
2019-08-19,20:39:21,344,-1.41
2019-08-19,20:39:21,444,-1.43
2019-08-19,20:39:21,544,-1.44
2019-08-19,20:39:21,644,-1.45
2019-08-19,20:39:21,744,-1.45
2019-08-19,20:39:21,844,-1.46
2019-08-19,20:39:21,944,-1.46
2019-08-19,20:39:22,044,-1.47
2019-08-19,20:39:22,144,-1.47
2019-08-19,20:39:22,244,-1.47
2019-08-19,20:39:22,344,-1.47
2019-08-19,20:39:22,444,-1.47
2019-08-19,20:39:22,544,-1.47
2019-08-19,20:39:22,644,-1.47
2019-08-19,20:39:22,744,-1.46
2019-08-19,20:39:22,844,-1.46
2019-08-19,20:39:22,944,-1.46
2019-08-19,20:39:23,044,-1.45
2019-08-19,20:39:23,144,-1.44
2019-08-19,20:39:23,244,-1.44
2019-08-19,20:39:23,344,-1.43
2019-08-19,20:39:23,444,-1.42
2019-08-19,20:39:23,544,-1.4
2019-08-19,20:39:23,644,-1.39
2019-08-19,20:39:23,744,-1.37
2019-08-19,20:39:23,844,-1.36
2019-08-19,20:39:23,944,-1.34
2019-08-19,20:39:24,044,-1.31
2019-08-19,20:39:24,144,-1.29
2019-08-19,20:39:24,244,-1.26
2019-08-19,20:39:24,344,-1.22
2019-08-19,20:39:24,444,-1.19
2019-08-19,20:39:24,544,-1.15
2019-08-19,20:39:24,644,-1.11
2019-08-19,20:39:24,744,-1.07
2019-08-19,20:39:24,844,-1.02
2019-08-19,20:39:24,944,-0.98
2019-08-19,20:39:25,044,-0.93
2019-08-19,20:39:25,144,-0.88
2019-08-19,20:39:25,244,-0.84
2019-08-19,20:39:25,344,-0.79
2019-08-19,20:39:25,444,-0.75
2019-08-19,20:39:25,544,-0.7
2019-08-19,20:39:25,644,-0.66
2019-08-19,20:39:25,744,-0.62
2019-08-19,20:39:25,844,-0.58
2019-08-19,20:39:25,944,-0.54
2019-08-19,20:39:26,044,-0.51
2019-08-19,20:39:26,144,-0.47
2019-08-19,20:39:26,244,-0.44
2019-08-19,20:39:26,344,-0.42
2019-08-19,20:39:26,444,-0.39
2019-08-19,20:39:26,544,-0.37
2019-08-19,20:39:26,644,-0.35
2019-08-19,20:39:26,744,-0.33
2019-08-19,20:39:26,844,-0.31
2019-08-19,20:39:26,944,-0.3
2019-08-19,20:39:27,044,-0.29
2019-08-19,20:39:27,144,-0.27
2019-08-19,20:39:27,244,-0.26
2019-08-19,20:39:27,344,-0.25
2019-08-19,20:39:27,444,-0.25
2019-08-19,20:39:27,544,-0.24
2019-08-19,20:39:27,644,-0.23
2019-08-19,20:39:27,744,-0.22
2019-08-19,20:39:27,844,-0.22
2019-08-19,20:39:27,944,-0.21
2019-08-19,20:39:28,044,-0.2
2019-08-19,20:39:28,144,-0.19
2019-08-19,20:39:28,244,-0.19
2019-08-19,20:39:28,344,-0.18
2019-08-19,20:39:28,444,-0.17
2019-08-19,20:39:28,544,-0.16
2019-08-19,20:39:28,644,-0.15
2019-08-19,20:39:28,743,-0.14
2019-08-19,20:39:28,843,-0.13
2019-08-19,20:39:28,943,-0.11
2019-08-19,20:39:29,044,-0.1
2019-08-19,20:39:29,144,-0.09
2019-08-19,20:39:29,243,-0.07
2019-08-19,20:39:29,343,-0.06
2019-08-19,20:39:29,444,-0.05
2019-08-19,20:39:29,543,-0.03
2019-08-19,20:39:29,643,-0.02
2019-08-19,20:39:29,743,-0.01
2019-08-19,20:39:29,844,0
2019-08-19,20:39:29,944,0
2019-08-19,20:39:30,044,0.01
2019-08-19,20:39:30,144,0.01
2019-08-19,20:39:30,244,0.01
2019-08-19,20:39:30,344,0.01
2019-08-19,20:39:30,444,0
2019-08-19,20:39:30,544,-0.01
2019-08-19,20:39:30,644,-0.03
2019-08-19,20:39:30,744,-0.04
2019-08-19,20:39:30,844,-0.06
2019-08-19,20:39:30,944,-0.09
2019-08-19,20:39:31,044,-0.11
2019-08-19,20:39:31,144,-0.14
2019-08-19,20:39:31,244,-0.17
2019-08-19,20:39:31,344,-0.21
2019-08-19,20:39:31,444,-0.24
2019-08-19,20:39:31,544,-0.28
2019-08-19,20:39:31,644,-0.32
2019-08-19,20:39:31,744,-0.36
2019-08-19,20:39:31,844,-0.4
2019-08-19,20:39:31,944,-0.45
2019-08-19,20:39:32,044,-0.49
2019-08-19,20:39:32,144,-0.53
2019-08-19,20:39:32,244,-0.57
2019-08-19,20:39:32,344,-0.61
2019-08-19,20:39:32,444,-0.65
2019-08-19,20:39:32,544,-0.69
2019-08-19,20:39:32,644,-0.73
2019-08-19,20:39:32,744,-0.76
2019-08-19,20:39:32,844,-0.79
2019-08-19,20:39:32,944,-0.82
2019-08-19,20:39:33,044,-0.85
2019-08-19,20:39:33,144,-0.87
2019-08-19,20:39:33,244,-0.89
2019-08-19,20:39:33,344,-0.91
2019-08-19,20:39:33,444,-0.92
2019-08-19,20:39:33,544,-0.93
2019-08-19,20:39:33,644,-0.94
2019-08-19,20:39:33,744,-0.95
2019-08-19,20:39:33,844,-0.95
2019-08-19,20:39:33,944,-0.96
2019-08-19,20:39:34,044,-0.96
2019-08-19,20:39:34,144,-0.96
2019-08-19,20:39:34,244,-0.97
2019-08-19,20:39:34,344,-0.97
2019-08-19,20:39:34,444,-0.97
2019-08-19,20:39:34,544,-0.98
2019-08-19,20:39:34,644,-0.98
2019-08-19,20:39:34,744,-0.98
2019-08-19,20:39:34,844,-0.98
2019-08-19,20:39:34,944,-0.98
2019-08-19,20:39:35,044,-0.99
2019-08-19,20:39:35,144,-0.99
2019-08-19,20:39:35,244,-0.99
2019-08-19,20:39:35,344,-0.99
2019-08-19,20:39:35,444,-1
2019-08-19,20:39:35,544,-1
2019-08-19,20:39:35,644,-0.99
2019-08-19,20:39:35,744,-0.99
2019-08-19,20:39:35,844,-0.99
2019-08-19,20:39:35,944,-0.98
2019-08-19,20:39:36,044,-0.98
2019-08-19,20:39:36,144,-0.97
2019-08-19,20:39:36,244,-0.95
2019-08-19,20:39:36,344,-0.94
2019-08-19,20:39:36,444,-0.92
2019-08-19,20:39:36,544,-0.91
2019-08-19,20:39:36,644,-0.89
2019-08-19,20:39:36,744,-0.86
2019-08-19,20:39:36,844,-0.84
2019-08-19,20:39:36,944,-0.81
2019-08-19,20:39:37,044,-0.78
2019-08-19,20:39:37,144,-0.75
2019-08-19,20:39:37,244,-0.72
2019-08-19,20:39:37,344,-0.69
2019-08-19,20:39:37,444,-0.65
2019-08-19,20:39:37,544,-0.62
2019-08-19,20:39:37,644,-0.58
2019-08-19,20:39:37,744,-0.54
2019-08-19,20:39:37,844,-0.5
2019-08-19,20:39:37,944,-0.46
2019-08-19,20:39:38,044,-0.42
2019-08-19,20:39:38,144,-0.38
2019-08-19,20:39:38,244,-0.34
2019-08-19,20:39:38,344,-0.3
2019-08-19,20:39:38,444,-0.26
2019-08-19,20:39:38,544,-0.23
2019-08-19,20:39:38,644,-0.19
2019-08-19,20:39:38,744,-0.15
2019-08-19,20:39:38,844,-0.11
2019-08-19,20:39:38,944,-0.07
2019-08-19,20:39:39,044,-0.04
2019-08-19,20:39:39,144,0
2019-08-19,20:39:39,244,0.03
2019-08-19,20:39:39,344,0.06
2019-08-19,20:39:39,444,0.09
2019-08-19,20:39:39,544,0.11
2019-08-19,20:39:39,644,0.13
2019-08-19,20:39:39,744,0.15
2019-08-19,20:39:39,844,0.16
2019-08-19,20:39:39,944,0.17
2019-08-19,20:39:40,044,0.17
2019-08-19,20:39:40,144,0.17
2019-08-19,20:39:40,244,0.16
2019-08-19,20:39:40,344,0.15
2019-08-19,20:39:40,444,0.13
2019-08-19,20:39:40,544,0.1
2019-08-19,20:39:40,644,0.07
2019-08-19,20:39:40,744,0.04
2019-08-19,20:39:40,844,0
2019-08-19,20:39:40,944,-0.05
2019-08-19,20:39:41,044,-0.1
2019-08-19,20:39:41,144,-0.15
2019-08-19,20:39:41,244,-0.21
2019-08-19,20:39:41,344,-0.28
2019-08-19,20:39:41,444,-0.34
2019-08-19,20:39:41,544,-0.41
2019-08-19,20:39:41,644,-0.49
2019-08-19,20:39:41,744,-0.56
2019-08-19,20:39:41,844,-0.63
2019-08-19,20:39:41,944,-0.7
2019-08-19,20:39:42,044,-0.77
2019-08-19,20:39:42,144,-0.85
2019-08-19,20:39:42,244,-0.91
2019-08-19,20:39:42,344,-0.98
2019-08-19,20:39:42,444,-1.04
2019-08-19,20:39:42,544,-1.11
2019-08-19,20:39:42,644,-1.16
2019-08-19,20:39:42,744,-1.22
2019-08-19,20:39:42,844,-1.27
2019-08-19,20:39:42,944,-1.31
2019-08-19,20:39:43,044,-1.35
2019-08-19,20:39:43,144,-1.39
2019-08-19,20:39:43,244,-1.42
2019-08-19,20:39:43,344,-1.45
2019-08-19,20:39:43,444,-1.47
2019-08-19,20:39:43,544,-1.49
2019-08-19,20:39:43,644,-1.5
2019-08-19,20:39:43,744,-1.5
2019-08-19,20:39:43,844,-1.5
2019-08-19,20:39:43,944,-1.5
2019-08-19,20:39:44,044,-1.49
2019-08-19,20:39:44,144,-1.47
2019-08-19,20:39:44,243,-1.45
2019-08-19,20:39:44,343,-1.43
2019-08-19,20:39:44,443,-1.4
2019-08-19,20:39:44,543,-1.37
2019-08-19,20:39:44,643,-1.34
2019-08-19,20:39:44,743,-1.31
2019-08-19,20:39:44,844,-1.27
2019-08-19,20:39:44,944,-1.24
2019-08-19,20:39:45,044,-1.2
2019-08-19,20:39:45,144,-1.16
2019-08-19,20:39:45,244,-1.12
2019-08-19,20:39:45,344,-1.08
2019-08-19,20:39:45,444,-1.05
2019-08-19,20:39:45,544,-1.01
2019-08-19,20:39:45,644,-0.97
2019-08-19,20:39:45,744,-0.93
2019-08-19,20:39:45,844,-0.9
2019-08-19,20:39:45,944,-0.86
2019-08-19,20:39:46,044,-0.82
2019-08-19,20:39:46,144,-0.79
2019-08-19,20:39:46,244,-0.76
2019-08-19,20:39:46,344,-0.72
2019-08-19,20:39:46,444,-0.69
2019-08-19,20:39:46,544,-0.66
2019-08-19,20:39:46,644,-0.63
2019-08-19,20:39:46,744,-0.6
2019-08-19,20:39:46,844,-0.58
2019-08-19,20:39:46,944,-0.55
2019-08-19,20:39:47,044,-0.53
2019-08-19,20:39:47,144,-0.51
2019-08-19,20:39:47,244,-0.5
2019-08-19,20:39:47,344,-0.48
2019-08-19,20:39:47,444,-0.48
2019-08-19,20:39:47,544,-0.47
2019-08-19,20:39:47,644,-0.47
2019-08-19,20:39:47,744,-0.47
2019-08-19,20:39:47,844,-0.48
2019-08-19,20:39:47,944,-0.49
2019-08-19,20:39:48,044,-0.51
2019-08-19,20:39:48,144,-0.52
2019-08-19,20:39:48,244,-0.55
2019-08-19,20:39:48,344,-0.57
2019-08-19,20:39:48,444,-0.6
2019-08-19,20:39:48,544,-0.62
2019-08-19,20:39:48,644,-0.65
2019-08-19,20:39:48,744,-0.68
2019-08-19,20:39:48,844,-0.71
2019-08-19,20:39:48,944,-0.74
2019-08-19,20:39:49,044,-0.77
2019-08-19,20:39:49,144,-0.8
2019-08-19,20:39:49,244,-0.83
2019-08-19,20:39:49,344,-0.86
2019-08-19,20:39:49,444,-0.88
2019-08-19,20:39:49,544,-0.91
2019-08-19,20:39:49,644,-0.93
2019-08-19,20:39:49,744,-0.94
2019-08-19,20:39:49,844,-0.96
2019-08-19,20:39:49,944,-0.97
2019-08-19,20:39:50,044,-0.97
2019-08-19,20:39:50,144,-0.97
2019-08-19,20:39:50,244,-0.97
2019-08-19,20:39:50,344,-0.97
2019-08-19,20:39:50,444,-0.96
2019-08-19,20:39:50,544,-0.95
2019-08-19,20:39:50,644,-0.93
2019-08-19,20:39:50,744,-0.92
2019-08-19,20:39:50,844,-0.9
2019-08-19,20:39:50,944,-0.88
2019-08-19,20:39:51,044,-0.86
2019-08-19,20:39:51,144,-0.83
2019-08-19,20:39:51,244,-0.8
2019-08-19,20:39:51,344,-0.78
2019-08-19,20:39:51,444,-0.75
2019-08-19,20:39:51,544,-0.72
2019-08-19,20:39:51,644,-0.69
2019-08-19,20:39:51,744,-0.66
2019-08-19,20:39:51,844,-0.63
2019-08-19,20:39:51,944,-0.6
2019-08-19,20:39:52,044,-0.58
2019-08-19,20:39:52,144,-0.55
2019-08-19,20:39:52,244,-0.53
2019-08-19,20:39:52,344,-0.51
2019-08-19,20:39:52,444,-0.49
2019-08-19,20:39:52,544,-0.47
2019-08-19,20:39:52,644,-0.46
2019-08-19,20:39:52,744,-0.45
2019-08-19,20:39:52,844,-0.44
2019-08-19,20:39:52,944,-0.44
2019-08-19,20:39:53,044,-0.44
2019-08-19,20:39:53,144,-0.44
2019-08-19,20:39:53,244,-0.45
2019-08-19,20:39:53,344,-0.46
2019-08-19,20:39:53,444,-0.47
2019-08-19,20:39:53,544,-0.48
2019-08-19,20:39:53,644,-0.5
2019-08-19,20:39:53,744,-0.52
2019-08-19,20:39:53,844,-0.54
2019-08-19,20:39:53,944,-0.56
2019-08-19,20:39:54,044,-0.58
2019-08-19,20:39:54,144,-0.61
2019-08-19,20:39:54,244,-0.63
2019-08-19,20:39:54,344,-0.66
2019-08-19,20:39:54,444,-0.68
2019-08-19,20:39:54,544,-0.71
2019-08-19,20:39:54,644,-0.74
2019-08-19,20:39:54,744,-0.76
2019-08-19,20:39:54,844,-0.79
2019-08-19,20:39:54,944,-0.81
2019-08-19,20:39:55,044,-0.83
2019-08-19,20:39:55,144,-0.85
2019-08-19,20:39:55,244,-0.87
2019-08-19,20:39:55,344,-0.89
2019-08-19,20:39:55,444,-0.91
2019-08-19,20:39:55,544,-0.93
2019-08-19,20:39:55,644,-0.95
2019-08-19,20:39:55,744,-0.97
2019-08-19,20:39:55,844,-0.98
2019-08-19,20:39:55,944,-1
2019-08-19,20:39:56,044,-1.01
2019-08-19,20:39:56,144,-1.02
2019-08-19,20:39:56,244,-1.03
2019-08-19,20:39:56,344,-1.04
2019-08-19,20:39:56,444,-1.04
2019-08-19,20:39:56,544,-1.04
2019-08-19,20:39:56,644,-1.03
2019-08-19,20:39:56,744,-1.03
2019-08-19,20:39:56,844,-1.02
2019-08-19,20:39:56,944,-1.01
2019-08-19,20:39:57,044,-0.99
2019-08-19,20:39:57,144,-0.98
2019-08-19,20:39:57,244,-0.96
2019-08-19,20:39:57,344,-0.94
2019-08-19,20:39:57,444,-0.91
2019-08-19,20:39:57,544,-0.89
2019-08-19,20:39:57,644,-0.87
2019-08-19,20:39:57,744,-0.84
2019-08-19,20:39:57,844,-0.82
2019-08-19,20:39:57,944,-0.79
2019-08-19,20:39:58,044,-0.77
2019-08-19,20:39:58,144,-0.75
2019-08-19,20:39:58,244,-0.72
2019-08-19,20:39:58,344,-0.7
2019-08-19,20:39:58,444,-0.68
2019-08-19,20:39:58,544,-0.66
2019-08-19,20:39:58,644,-0.64
2019-08-19,20:39:58,744,-0.62
2019-08-19,20:39:58,843,-0.6
2019-08-19,20:39:58,944,-0.59
2019-08-19,20:39:59,044,-0.57
2019-08-19,20:39:59,144,-0.56
2019-08-19,20:39:59,244,-0.54
2019-08-19,20:39:59,343,-0.53
2019-08-19,20:39:59,443,-0.51
2019-08-19,20:39:59,544,-0.5
2019-08-19,20:39:59,643,-0.49
2019-08-19,20:39:59,743,-0.47
2019-08-19,20:39:59,844,-0.46
2019-08-19,20:39:59,944,-0.44
2019-08-19,20:40:00,044,-0.43
2019-08-19,20:40:00,144,-0.42
2019-08-19,20:40:00,244,-0.4
2019-08-19,20:40:00,344,-0.39
2019-08-19,20:40:00,444,-0.38
2019-08-19,20:40:00,544,-0.37
2019-08-19,20:40:00,644,-0.36
2019-08-19,20:40:00,744,-0.35
2019-08-19,20:40:00,844,-0.35
2019-08-19,20:40:00,944,-0.34
2019-08-19,20:40:01,044,-0.34
